Folk,PAV,SSV,MSV,generated_lyric,genre,Jazz,Metal,Pop,R&B,Rap,Rock,Soul,genre_class_act,genre_class_pred,correct_classifcation
,0.8089147639009796,1.0,0.5729369078116819,"ooh la la lalalala 
 ooh la la lalalala 
 
 when the lights go down and the band 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays 
",Pop,,,"ooh, la, la, la-la-la-la 
 ooh, la, la, la-la-la-la 
 
 when the lights go down and the band 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays and the band plays 
 and the band plays and the band plays 
",,,,,3,6,0
,0.3829482466832389,1.0,0.4679366931064201,"i remember like it was yesterday 
 we were over gwen's 
 and we was trying to carry 
 you were made to shake it up 
 i was in the field 
 and you were the only thing i had to be 
 so i was trying to tell you 
 somebody had no longer say 
 when i leave her i go 
 i met you 
 i don't want you to be 
 i don't want you to know 
 i don't wanna be alone 
 i don't wanna be alone 
 
 i don't wanna go 
 unfair in the morning 
 i don't want you to be 
 
 i want",R&B,,,,"i remember like it was yesterday 
 we were over ""gwen's"" 
 and we was trying to carry 
 You were made to shake it up 
 I was in the field 
 And you were the only thing I had to be 
 So I was trying to tell you 
 Somebody had no longer say 
 When I leave her, I go) 
 I met you 
 I don't want you to be 
 I don't want you to know 
 I don't wanna be alone 
 I don't wanna be alone 
 
 I don't wanna go... 
 Unfair in the morning 
 I don't want you to be 
 
 I want",,,,4,7,0
,0.8835718305201558,0.9979499989073196,0.5231809805255384,"tell me how you been 
 well it's so good to be seein' you again 
 you know i'm gonna make it anyway 
 you make me feel 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make me wanna 
 you make",R&B,,,,"tell me how you been 
 well, ""it's"" so good to be ""seein'"" you again 
 You know I'm gonna make it anyway 
 You make me feel 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make me wanna... 
 You make",,,,4,1,0
,0.4605042735388633,1.0,0.4974378722572564,"yeah mmm yeah 
 do you know that some folks know about it some don't 
 i know that i don't know what to do 
 i know what i know 
 that's what i want that's what i want 
 that's what i want that's what i want that's what i want 
 
 i want the horns of the world i want to know 
 
 'cause when i told you that 
 i beg you in my arms 
 i walk in my heart 
 and i know i would be the only fool 
 oh oh made me feel so good 
 you know i don't know if i have a chance",R&B,,,,"yeah, mmm, yeah 
 do you know that some folks know about it, some ""don't"" 
 I know that I don't know what to do 
 I know what I know 
 That's what I want, that's what I want 
 That's what I want, that's what I want, that's what I want 
 
 I want the horns of the world, I want to know 
 
 'Cause when I told you that 
 I beg you in my arms 
 I walk in my heart 
 And I know I would be the only fool 
 Oh, oh, made me feel so good 
 You know I don't know if I have a chance",,,,4,7,0
,0.7047525956282049,1.0,0.5271562207870313,"walk in my shoes 
 this hurt inside is too much for me 
 just walk through the night 
 i love you 
 i love you 
 i love you 
 i love you 
 
 i love you 
 i love you 
 baby 
 
 i know i love you 
 i love you 
 and i love you 
 i love you i love you 
 i love i love you 
 i love you 
 i love you 
 i love you 
 and i love you 
 i love you 
 
 i love you i love you 
 i love you 
 i love you 
 i love you",R&B,,,,"walk in my shoes 
 this hurt inside is too much for me 
 just walk through the night 
 I love you 
 I love you 
 I love you 
 I love you 
 
 I love you 
 I love you 
 Baby 
 
 I know I love you 
 I love you 
 And I love you 
 I love you, I love you 
 I love, I love you 
 I love you 
 I love you 
 I love you 
 And I love you 
 I love you 
 
 I love you, I love you 
 I love you 
 I love you 
 I love you",,,,4,7,0
,0.6027445803548013,1.0,0.5173946728763127,"once upon a time was a dream that sounded crazy baby 
 in fairytales of mine yeah 
 and it seems so good 
 
 i know you are the only thing that i have 
 
 i will always love you 
 i will always love you 
 
 i will always love you 
 i will always love you 
 i will always love you 
 i will always love you 
 
 bittersweet with you i love you i love you 
 i love you i love you 
 i love you i love you 
 
 i love you 
 i love you i love you 
 i love you 
 i",R&B,,,,"once upon a time was a dream that sounded crazy baby 
 in fairytales of mine, yeah 
 And it seems so good 
 
 I know you are the only thing that I have 
 
 I will always love you 
 I will always love you 
 
 I will always love you 
 I will always love you 
 I will always love you 
 I will always love you 
 
 Bittersweet with you, I love you, I love you 
 I love you I love you 
 I love you, I love you 
 
 I love you 
 I love you, I love you 
 I love you 
 I",,,,4,7,0
,0.4275466839942303,1.0,0.4911880194736106,"listen everybody especially you girls 
 is it right to be left alone 
 when the brokenhearted flies with the dove 
 oh yeah 
 my love is on the sun 
 like the carousel 
 the way the sun is the pain 
 
 i know you and i can't deny 
 i don't know why i do 
 i know i will 
 and i know i know 
 i know that i love you 
 i know you and i know you got it i know you got it i know you got it 
 i know that it ain't you like it 
 you know i ain't got it i ain't got",R&B,,,,"listen everybody, especially you girls 
 is it right to be left alone 
 when the brokenhearted flies with the dove 
 Oh, yeah 
 My love is on the sun 
 Like the carousel 
 The way the sun is the pain 
 
 I know you and I can't deny 
 I don't know why I do 
 I know I will 
 And I know I know 
 I know that I love you 
 I know you and I know you got it, I know you got it, I know you got it 
 I know that it ain't you like it 
 You know I ain't got it, I ain't got",,,,4,7,0
,0.3756945415929505,1.0,0.4992977090906475,"oh oh yeah 
 ooh my mercy 
 
 ooh how i remember daddy 
 he gives me 
 oh baby oh baby oh baby 
 
 i can't explain to you 
 i just can't stop loving you 
 
 i just can't stop loving you 
 
 i can't believe i can't wait 
 i can't wait i can't wait i can't wait i can't wait i won't wait i won't wait i won't wait i won't wait i won't wait i won't wait i won't wait i won't wait i won't wait i won't wait i won't keep no no 
 i can't take it 
 i won't have no luck 
 to",R&B,,,,"oh, oh, yeah 
 ooh my mercy 
 
 ooh, how i remember daddy 
 he gives me 
 Oh baby, oh baby, oh baby 
 
 I can't explain to you 
 I just can't stop loving you 
 
 I just can't stop loving you 
 
 I can't believe I can't wait 
 I can't wait, I can't wait, I can't wait, I can't wait, I won't wait, I won't wait, I won't wait, I won't wait, I won't wait, I won't wait, I won't wait, I won't wait, I won't wait, I won't wait, I won't keep no no 
 I can't take it 
 I won't have no luck 
 To",,,,4,7,0
,0.527097985179712,1.0,0.4996565861229703,"it's summertime and the living is easy 
 fish are jumping and the cotton is high 
 but we can dance all the way 
 but it won't be no 
 just because we can generate 
 i know the color thing 
 i know that i love you 
 and i know that i love you 
 and i love you 
 i love you 
 i love you 
 i love you 
 
 you're the one 
 that's the way love 
 you're the one 
 maybe the way 
 you can see the way you do 
 and the way you want me to 
 and the way you do 
 the",R&B,,,,"""it's"" summertime and the living is easy 
 fish are jumping and the cotton is high 
 But we can dance all the way 
 But it won't be no 
 Just because we can generate 
 I know the color thing 
 I know that I love you 
 And I know that I love you 
 And I love you 
 I love you 
 I love you 
 I love you 
 
 You're the one 
 That's the way love 
 You're the one 
 Maybe, the way 
 You can see the way you do 
 And the way you want me to 
 And the way you do 
 The",,,,4,7,0
,0.5041655588065824,1.0,0.5112250890432578,"i betcha i 
 betcha i can 
 betcha i can love 
 betcha i can risk you no more 
 you can make me feel real good 
 
 you make me feel like you need me 
 you make me feel like a natural woman 
 
 i'm a greedy man he's a greedy man 
 i guess a man ain't got a woman's worth 
 i got a basketball jones oh baby oh 
 i got my wild 
 i got a basketball jones oh baby 
 i got a basketball jones baby eat my girl 
 i got a house of my ding 
 i got a house for a girl 
",R&B,,,,"i betcha i 
 betcha i can 
 betcha i can love 
 betcha i can risk you no more 
 You can make me feel real good 
 
 You make me feel like you need me 
 You make me feel like a natural woman 
 
 I'm a greedy man (He's a greedy man) 
 I guess a man ain't got a woman's worth) 
 I got a Basketball Jones, oh baby, oh 
 I got my wild 
 I got a Basketball Jones, oh baby 
 I got a Basketball Jones, baby (Eat my girl 
 I got a house of my ding 
 I got a house for a girl 
",,,,4,7,0
,0.4411401168858113,1.0,0.5101771027556442,"when the world is on your shoulder 
 gotta straighten up your act and boogie down 
 everybody and leave your hands 
 
 i swear you must know 
 you can turn back to the world 
 i can see your face 
 when you hold me tight 
 
 i just wanna be the one 
 baby i wanna be your man 
 
 i'm writing you dear john 
 
 i know you want a love song 
 and i don't know what to do 
 i know how it feels to love you 
 but i love you i love you 
 i love you 
 and i love you 
 i",R&B,,,,"when the world is on your shoulder 
 gotta straighten up your act and boogie down 
 Everybody, and leave your hands, 
 
 I swear you must know 
 You can turn back to the world 
 I can see your face 
 When you hold me tight 
 
 I just wanna be the one 
 Baby, I wanna be your man 
 
 I'm writing you Dear John 
 
 I know you want a love song 
 And I don't know what to do 
 I know how it feels to love you 
 But I love you, I love you 
 I love you 
 And I love you 
 I",,,,4,7,0
,0.36370450594396,1.0,0.4625590549249539,"clouds 
 different shapes and sizes 
 hiding the horizon 
 clouds 
 in the distance 
 i got to know 
 i got to have a good time 
 i got a love of my own 
 and i got to get enough 
 i got to be there i got to be 
 i got to be there be there i got to be there 
 i got to be the next to you 
 i'm gonna be there you're needing 
 i got to vote for you 
 
 oh i wanna say 
 it's the same old song 
 don't you know 
 i know you know 
 
 i don't know",R&B,,,,"(clouds) 
 different shapes and sizes 
 hiding the horizon 
 (clouds) 
 in the distance, 
 I got to know 
 I got to have a good time 
 I got a love of my own 
 And I got to get enough 
 I got to be there, I got to be 
 I got to be there, be there, I got to be there, 
 I got to be the next to you 
 I'm gonna be there, you're needing 
 I got to vote for you 
 
 Oh, I wanna say 
 It's the same old song 
 Don't you know 
 I know you know 
 
 I don't know",,,,4,7,0
,0.0,1.0,0.5245321469533418,"hello august moon where are the stars of the night ? 
 you promised me too 
 
 
 baby cries your crying 
 don't let me down let me down 
 don't let me downdown 
 don't let me downdown you 
 don't let me downdown you 
 i don't want you no more 
 
 i don't want you 
 i don't want you 
 i don't need you no more 
 i don't need no doctor 
 i don't need no doctor 
 i don't need no doctor 
 i don't need no doctor 
 i don't need no doctor 
 i don't need no doctor 
 i don't need no doctor 
",R&B,,,,"hello august moon, where are the stars of the night ? 
 you promised me too 
 
 
 Baby cries your crying 
 Don't let me down, let me down 
 Don't let me down,down, 
 Don't let me down,down, you 
 Don't let me down,down, you 
 I don't want you no more 
 
 I don't want you 
 I don't want you 
 I don't need you no more 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
",,,,4,7,0
,0.4274760222187834,1.0,0.5303652103256687,"cha 
 no no 
 no no no no no 
 ooh baby 
 
 i've 'bout you 
 i can't believe it's the best thing 
 and that's all i want 
 
 i can't believe i can't do wrong 
 i can't wait i can't wait i can't wait i can't wait i can't wait i know i can't wait i know i can't wait i know i know 
 
 see i know you got it 
 i know i know 
 i know you can't come around 
 i know i know i can't go 
 
 so let me tell you that i can get you 
 and i will take",R&B,,,,"cha 
 no no 
 no no no no no 
 ooh baby 
 
 ""i've"" 'bout you 
 I can't believe it's the best thing 
 And that's all I want 
 
 I can't believe I can't do wrong 
 I can't wait, I can't wait, I can't wait, I can't wait, I can't wait, I know I can't wait, I know I can't wait, I know I know 
 
 See I know you got it 
 I know I know 
 I know you can't come around 
 I know I know I can't go 
 
 So let me tell you that I can get you 
 And I will take",,,,4,7,0
,0.5636852082768513,1.0,0.496162131999897,"as i was walking down the street last night 
 a pretty little girl came into the window 
 and now the world is full of sadness 
 and the sun is shining bright 
 and i know it will never be so strong 
 and i don't know what to do 
 i don't know how to describe 
 i don't know what to do 
 i don't know what to do 
 i know i know i will 
 i know i will 
 and i know 
 
 i know i will 
 i know 
 i know 
 i know you got a really loved 
 i know that i can make",R&B,,,,"as i was walking down the street last night 
 a pretty little girl came into the window 
 And now the world is full of sadness 
 And the sun is shining bright 
 And I know it will never be so strong 
 And I don't know what to do 
 I don't know how to describe 
 I don't know what to do 
 I don't know what to do 
 I know I know I will 
 I know I will 
 And I know 
 
 I know I will 
 I know 
 I know 
 I know you got a really loved 
 I know that I can make",,,,4,7,0
,0.4042207688291597,1.0,0.5026524068819334,"can it be i stayed away too long 
 did i leave your mind when i could be there ? 
 
 do you think i can't leave ? 
 strongest weakness 
 which way to show you that 
 
 what you gonna do ? 
 is it really you ? 
 you want this you want 
 
 'cause i want you to come 
 'cause i want you to know 
 you know i need you 
 you know when i'm in love with you 
 and if you wanna know you will 
 you will always be the one 
 
 i can see it all 
 but it seems like moving",R&B,,,,"can it be i stayed away too long 
 did i leave your mind when i could be there ? 
 
 Do you think I can't leave ? 
 (Strongest weakness) 
 Which way to show you that 
 
 What you gonna do ? 
 Is it really you ? 
 You want this, you want 
 
 'Cause I want you to come 
 'Cause I want you to know 
 You know I need you 
 You know when I'm in love with you 
 And if you wanna know you will 
 You will always be the one 
 
 I can see it all 
 But it seems like moving",,,,4,7,0
,0.6826852972407753,1.0,0.5146243899060664,"i believe in roses but only from the heart 
 and if it's not sincere baby 
 
 i don't know what to do 
 i don't know what to do 
 i don't know what to do 
 i don't know what to do 
 i don't know what to do 
 i don't know why i know 
 i don't know what i know 
 
 i know that i love you 
 i know you 
 my love 
 i i love you 
 i love you 
 i love you 
 
 i love you 
 i love you 
 baby i love you 
 i love you 
 i love you",R&B,,,,"i believe in roses, but only from the heart 
 and if ""it's"" not sincere, baby 
 
 I don't know what to do 
 I don't know what to do 
 I don't know what to do 
 I don't know what to do 
 I don't know what to do 
 I don't know why I know 
 I don't know what I know 
 
 I know that I love you 
 I know you 
 My love 
 I, I love you 
 I love you 
 I love you 
 
 I love you 
 I love you 
 Baby I love you 
 I love you 
 I love you",,,,4,7,0
,0.4751222821142336,1.0,0.4998186232554886,"big brown bedroom eyes 
 they're bad for me 
 reluctantly you hit me 
 to me 
 
 i want to carry on 
 i want to know 
 i wanna be with you 
 don't you know 
 
 i love you 
 i want you 
 and i need you 
 
 when i think of you 
 i know that you don't care 
 and i know you can't stop 
 i know you got a man 
 and you can't deny what i got 
 and i got to tell you what you want 
 and i want you to want 
 i want you to make me feel 
 'cause",R&B,,,,"big brown bedroom eyes 
 ""they're"" bad for me 
 reluctantly you hit me 
 to me 
 
 I want to carry on 
 I want to know 
 I wanna be with you 
 Don't you know 
 
 I love you 
 I want you 
 And I need you 
 
 When I think of you 
 I know that you don't care 
 And I know you can't stop 
 I know you got a man 
 And you can't deny what I got 
 And I got to tell you what you want 
 And I want you to want 
 I want you to make me feel 
 'Cause",,,,4,7,0
,0.370176743342713,1.0,0.471864074345856,"i've been around the world seen everything 
 and if it's love you want baby just what i want baby 
 
 so many days that you'll stay with me 
 so why don't you walk me ? 
 you better call me butterflies 
 you better watch yourself take me to your face 
 you know i like the way you are 
 as if you need me i'll show you love 
 more love baby love is so good that you wanna know 
 there's nothing wrong with you baby 
 ain't no need to understand 
 it's the price of fame i know 
 i don't need no kind 
 i don't care",R&B,,,,"""i've"" been around the world, seen everything 
 and if ""it's"" love you want baby just what I want, baby 
 
 So many days that you'll stay with me 
 So why don't you walk, me ? 
 You better call me butterflies 
 You better watch yourself take me to your face 
 You know I like the way you are 
 As if you need me, I'll show you love 
 More love, baby, love is so good, that you wanna know 
 There's nothing wrong with you, baby 
 Ain't no need to understand 
 It's the price of fame, I know 
 I don't need no kind 
 I don't care",,,,4,1,0
,0.5312051722567427,1.0,0.5005751827920899,"the strangest thought came to me on this morning 
 as i awoke to greet the king 
 snap to know 
 i can see what i need 
 when i say you wanna be a man 
 i need you to know 
 you know i love you 
 but you know i love you 
 and i love you 
 i love you 
 and i love you 
 
 when i feel the way you want me 
 i want you to know 
 i need you 
 i need you 
 and i need you 
 if you want me 
 
 i want you to know 
 
 you got the",R&B,,,,"the strangest thought came to me on this morning 
 as i awoke to greet the King 
 Snap to know 
 I can see what I need 
 When I say you wanna be a man 
 I need you to know 
 You know I love you 
 But you know I love you 
 And I love you 
 I love you 
 And I love you 
 
 When I feel the way you want me 
 I want you to know 
 I need you 
 I need you 
 And I need you 
 If you want me 
 
 I want you to know 
 
 You got the",,,,4,7,0
,0.0,1.0,0.4899422628511946,"this is ladies night once again it's on ! 
 ya man actin' up ? then 
 i'm gonna grab it all 
 and i just can't take it 
 turn 
 it's unnatural 
 
 you know i know you got it 
 so i know that i got you 
 i got you 
 some people want it all 
 i got to get it 
 i got to get it 
 i'm gonna make it 
 i'm gonna make it good to ya 
 i'm gonna make it good to ya 
 i'm gonna make it anyway 
 close my life i'll be the one 
 i'm gonna let you go 
 
",R&B,,,,"this is ladies night, once again ""it's"" on ! 
 ya man ""actin'"" up ? then 
 I'm gonna grab it all 
 And I just can't take it 
 (Turn 
 It's unnatural 
 
 You know I know you got it 
 So I know that I got you 
 I got you 
 Some people want it all 
 I got to get it 
 I got to get it 
 I'm gonna make it 
 I'm gonna make it good to ya 
 I'm gonna make it good to ya 
 I'm gonna make it anyway 
 Close my life, I'll be the one 
 I'm gonna let you go 
 
",,,,4,7,0
,0.3714949005392287,1.0,0.4907246030875978,"o lord i i will serve you 
 i will serve you everyday 
 all my tears 
 i guess i shoulda known 
 
 i never knew 
 i really knew that i was 
 you were the first love of me 
 
 i found a thrill to a brand new boy 
 and to the world 
 when the teacher 
 the past of the night 
 
 if i told you that 
 i wanted to say 
 i would have had a lot of time 
 i thought that i could cry i was 
 and now i get caught to you 
 i got to get next to you 
",R&B,,,,"o lord i, i will serve you 
 i will serve you everyday 
 all my tears 
 I guess I shoulda known 
 
 I never knew 
 I really knew that I was 
 You were the first love of me 
 
 I found a thrill, to a brand new boy 
 And to the world 
 When the teacher 
 The past of the night 
 
 If I told you that 
 I wanted to say 
 I would have had a lot of time 
 I thought that I could cry, I was 
 And now I get caught to you 
 I got to get next to you 
",,,,4,7,0
,0.5057131525756189,1.0,0.5044867874418191,"it's just not the same 
 you know what i mean when i say it's not 
 that you know i shall never let go 
 
 you're driving me crazy 
 got me looking so crazy right now your love 
 your love is so right now 
 got me looking so crazy right now your love 
 got me looking so crazy right now 
 your touch got me looking so crazy right now your touch got me looking so crazy in looove 
 and i got a basketball jones 
 got a licence 
 i got a mojo 
 i got a basketball jones 
 i'm a greedy man he's a greedy man",R&B,,,,"""it's"" just not the same 
 you know what i mean when i say ""it's"" not 
 That you know I shall never let go 
 
 You're driving me crazy 
 Got me looking so crazy right now (Your love) 
 Your love is so right now 
 Got me looking so crazy right now (Your love) 
 Got me looking so crazy right now 
 Your touch got me looking so crazy right now (Your touch) got me looking so crazy in lo-o-o-ve 
 And I got a Basketball Jones 
 Got a licence 
 I got a mojo 
 I got a Basketball Jones 
 I'm a greedy man (He's a greedy man)",,,,4,7,0
,0.5787032222417904,1.0,0.5249405406555474,"ah 
 ah 
 i'm tired of arguin' girl 
 i'm tired i'm tired i'm tired 
 i got a chick on the phone 
 i got a basketball jones oh baby oh 
 
 i love you i love you 
 i love you i love you 
 
 i want to know i want to know 
 i want you to know 
 i want to know 
 i want to know 
 i want to know 
 
 i want to know 
 i want to know 
 i want to know 
 
 i want to know 
 i just want to hold you 
 i wanna know 
 
 i wanna",R&B,,,,"ah 
 ah 
 ""i'm"" tired of ""arguin',"" girl 
 ""i'm"" tired, ""i'm"" tired, ""i'm"" tired, 
 I got a chick on the phone 
 I got a Basketball Jones, oh baby, oh 
 
 I love you, I love you 
 I love you, I love you 
 
 I want to know I want to know 
 I want you to know 
 I want to know 
 I want to know 
 I want to know 
 
 I want to know 
 I want to know 
 I want to know 
 
 I want to know 
 I just want to hold you 
 I wanna know 
 
 I wanna",,,,4,7,0
,0.6003861056795762,0.9788217374525182,0.5201048213971221,"some people ask me why always on the bright side 
 when there's so much going to get the heights 
 and the simple things are not waiting for 
 i don't know what to do 
 but i don't know what to tell ya don't know what to tell ya 
 you know i can talk to you 
 you know i know 
 that i am the one 
 you know i'm the one 
 that's the way love 
 that's the way love goes me 
 that's the way love goes 
 that's the way love goes 
 that's the way love goes 
 that's the way love goes aaow 
 that's the",R&B,,,,"some people ask me why always on the bright side 
 when ""there's"" so much going to get the heights 
 And the simple things are not waiting for 
 I don't know what to do 
 But I don't know what to tell ya (Don't know what to tell ya) 
 You know I can talk to you 
 You know I know 
 That I am the one 
 You know I'm the one 
 That's the way love 
 That's the way love goes, me 
 (That's the way love goes 
 (That's the way love goes) 
 (That's the way love goes) 
 That's the way love goes Aaow 
 (That's the",,,,4,7,0
,0.6464984778967015,1.0,0.5256820956291307,"no more war no more war 
 what are we even fighting for 
 el dolor treasures and a prayer 
 
 i can't deny 
 
 oh oh ooh 
 i can't believe i'm never gonna letchu 
 and i don't wanna do wrong 
 
 i don't need no doctor 
 i don't want no doctor 
 i don't need no doctor 
 i don't need no doctor 
 i don't need no doctor 
 i don't need no doctor 
 i don't need no doctor 
 i don't need no doctor 
 i don't need no doctor 
 i don't need no doctor 
 i don't need no doctor 
 i don't need",R&B,,,,"no more war, no more war 
 what are we even fighting for 
 el dolor treasures and a prayer 
 
 I can't deny 
 
 Oh, oh, ooh 
 I can't believe I'm never gonna letchu 
 And I don't wanna do wrong) 
 
 I don't need no doctor 
 I don't want no doctor, 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor 
 I don't need no doctor, 
 I don't need",,,,4,7,0
,0.0,1.0,0.5056309639253537,"kinm in kalot oté mandela 
 twé la pa mèt dan la gèl banna 
 twé la la la la 
 la la la 
 stay with me 
 
 
 
 oh honey 
 yeah yeah yeah 
 
 don't know what to do 
 don't know what to do 
 and just don't know 
 
 they just don't know how hard to do 
 but iiiiiii don't know what they say 
 coldblooded baby baby baby 
 it's a love that i got to be 
 i need the love i need i want to know 
 i want to know 
 thank you 
 i want to know 
 i want you",R&B,,,,"kinm in kalot oté mandela 
 twé la pa mèt dan la gèl banna 
 twé la la la la 
 La la la 
 Stay with me 
 
 
 
 Oh, honey, 
 Yeah, yeah, yeah 
 
 Don't know what to do 
 Don't know what to do 
 And just don't know 
 
 They just don't know how hard to do 
 But I-I-I-I-I-I...I don't know what they say 
 Coldblooded baby, baby, baby 
 It's a love that I got to be 
 I need the love I need, I want to know 
 I want to know 
 Thank you 
 I want to know 
 I want you",,,,4,7,0
,0.5835863353017935,1.0,0.5106405354992887,"i want you to rock me baby 
 rock me baby rock me all night long 
 
 i wanna see you in the morning 
 so i wanna make love to you 
 i wanna hear you say 
 i wanna love you baby 
 i wanna love you wanna love you 
 i wanna love you baby 
 i wanna love you wanna love you 
 i'm gonna love you baby 
 i'm gonna love you baby 
 i'm gonna love you baby 
 
 i'm gonna leave my baby 
 
 i'm gonna make you love me baby 
 
 i'm gonna make it good to ya 
 i'm gonna do it good",R&B,,,,"i want you to rock me, baby 
 rock me, baby, rock me all night long 
 
 I wanna see you in the morning 
 So I wanna make love to you 
 I wanna hear you say 
 I wanna love you, baby 
 I wanna love you, wanna love you 
 I wanna love you, baby 
 I wanna love you, wanna love you 
 I'm gonna love you, baby 
 I'm gonna love you, baby 
 I'm gonna love you baby 
 
 I'm gonna leave my baby 
 
 I'm gonna make you love me, baby 
 
 I'm gonna make it good to ya 
 I'm gonna do it good",,,,4,7,0
,0.4908958659901523,1.0,0.512772077064488,"as i stand alone on this moonful night 
 for the first time i feel alone 
 
 just call my name i can see your face 
 i'm gonna let you go 
 i wanna be with you 
 so many girls things are so hard to do 
 but i know you never come home 
 and i will never let you down 
 
 baby i can't stand no more i can't help myself 
 baby baby baby baby 
 
 i can't stand no more i can't stand it 
 can't stand it 
 can't stand it 
 can't stand it 
 can't stand your love 
 can't stand your love 
",R&B,,,,"as i stand alone on this moonful night 
 for the first time i feel alone 
 
 Just call my name, I can see your face 
 I'm gonna let you go 
 I wanna be with you 
 So many girls, things are so hard to do 
 But I know you never come home 
 And I will never let you down 
 
 Baby, I can't stand no more, I can't help myself 
 Baby, baby, baby, baby 
 
 I can't stand no more, I can't stand it 
 Can't stand it 
 Can't stand it 
 Can't stand it 
 Can't stand your love 
 Can't stand your love 
",,,,4,7,0
,0.3829897596189235,1.0,0.4748929722646472,"god blessed our love 
 even in the mornin' when i rise 
 i say god 
 well you know 
 
 i wouldn't do you wrong 
 i just wanna be the one to make you feel 
 but i was blessed to be the one that i adore 
 
 i confess through the prophet 
 i wonder when i was a 
 and i know i did it 
 but i was a real good time 
 i had a dream 
 and i got a boogiewoogie but i ain't sorry 
 i got a basketball jones 
 i got a basketball jones oh baby oh 
 oh oh oh 
 yeah yeah",R&B,,,,"god blessed our love 
 even in the ""mornin'"" when i rise 
 i say, god 
 Well, you know 
 
 I wouldn't do you wrong 
 I just wanna be the one to make you feel 
 But I was blessed to be the one that I adore... 
 
 I confess through the prophet 
 I wonder when I was a 
 And I know I did it 
 But I was a real good time 
 I had a dream 
 And I got a boogie-woogie but I ain't sorry 
 I got a Basketball Jones 
 I got a Basketball Jones, oh baby, oh 
 Oh, oh, oh 
 Yeah, yeah,",,,,4,7,0
,0.5306098658199161,1.0,0.5213148459187582,"like a warrior that fights and wins the battle 
 i know the taste of victory minnelli 
 but my life is not to 
 
 the girl is mine mmm 
 and i know darn i know 
 i know you don't know what i need ? 
 i know you want me to need me 
 
 i need you 
 
 and i know you want me 
 and i know that i want you 
 i want you to know 
 that i want you to know 
 
 i want to know 
 i know i want to know 
 i want to know i want to know 
 i want",R&B,,,,"like a warrior that fights and wins the battle 
 i know the taste of victory Minnelli 
 But my life is not to 
 
 The girl is mine, m-m-m 
 And I know darn I know 
 I know you don't know what I need ? 
 I know you want me to need me 
 
 I need you 
 
 And I know you want me 
 And I know that I want you 
 I want you to know 
 That I want you to know 
 
 I want to know 
 I know I want to know 
 I want to know I want to know 
 I want",,,,4,7,0
,0.7036654511243516,0.9908989128095402,0.5220296146508641,"you say your party's jumpin' everybody's havin' a good time 
 and you know what's goin' 
 we gon' be alright 
 come on come on come on 
 come on come on come on come on 
 come on come on come on 
 come on come on come on come on 
 come on come on come on 
 come on come on come on come on 
 come on come on come on 
 come on come on come on 
 come on come on 
 come on robbin come on come on 
 come on robbin wit' don't you wanna dance 
 ladies can't you see my love ? 
 but i",R&B,,,,"you say, your ""party's"" ""jumpin',"" ""everybody's"" ""havin'"" a good time 
 and you know, ""what's"" ""goin'"" 
 We gon' be alright 
 Come on, come on, come on 
 Come on come on come on come on 
 Come on come on come on 
 Come on come on come on come on 
 Come on come on come on 
 Come on come on come on come on 
 Come on come on come on 
 Come on come on come on 
 Come on come on 
 Come on Robbin come on (Come on 
 Come on Robbin wit' don't you wanna dance 
 Ladies can't you see my love ? 
 But I",,,,4,7,0
